ts_utc,open,high,low,close,volume
1571767200,172.82,173.0,172.33,172.51,6558.78402
1571770800,172.52,172.55,171.78,172.02,7313.61604
1571774400,172.02,172.4,171.21,172.16,16577.54747
1571778000,172.18,172.82,171.85,172.33,5030.20234
1571781600,172.33,172.49,171.11,171.44,7327.30056
1571785200,171.41,171.58,170.3,171.2,22125.34065
1571788800,171.19,171.38,170.81,171.13,8072.52868
1571792400,171.12,171.49,170.88,170.96,5444.76103
1571796000,170.96,171.16,170.43,170.97,6207.08418
1571799600,170.98,171.11,164.8,166.38,68277.73631
1571803200,166.41,167.12,165.9,166.8,21177.26678
1571806800,166.79,167.04,166.03,166.55,23278.45685
1571810400,166.57,167.14,166.26,166.27,18969.95191
1571814000,166.27,166.61,165.87,166.12,37944.7257
1571817600,166.11,166.82,165.98,166.7,10445.28067
1571821200,166.7,167.46,166.48,166.88,13056.73386
1571824800,166.87,167.56,166.78,167.22,11277.5385
1571828400,167.24,167.47,166.26,166.3,12199.02438
1571832000,166.3,167.0,156.01,160.57,103993.66067
1571835600,160.63,161.34,158.06,159.43,120769.43738
1571839200,159.41,160.14,159.0,159.16,43812.73424
1571842800,159.16,159.47,156.0,158.43,39481.08451
1571846400,158.42,160.32,153.45,159.24,76888.27947
1571850000,159.26,160.52,159.05,160.25,24742.1479
1571853600,160.25,160.98,160.13,160.7,22222.70354
1571857200,160.71,161.49,160.58,160.63,16793.33631
1571860800,160.66,160.74,159.72,160.31,12654.40783
1571864400,160.31,160.59,159.49,159.68,8575.97811
1571868000,159.64,161.0,158.73,159.59,20169.91734
1571871600,159.59,162.89,159.35,162.35,20500.32191
1571875200,162.35,163.03,161.21,161.32,20800.79111
1571878800,161.34,161.9,160.31,161.14,10457.72222
1571882400,161.12,161.49,158.72,161.03,39949.77508
1571886000,161.01,161.49,159.2,160.12,43666.17296
1571889600,160.09,161.0,159.89,160.79,13177.8952
1571893200,160.79,161.4,160.62,160.8,15391.92727
1571896800,160.79,160.84,158.85,159.44,16146.25943
1571900400,159.39,161.02,159.31,160.24,14870.21308
1571904000,160.27,161.16,159.42,161.02,15169.81458
1571907600,161.02,161.8,160.78,160.88,14928.06535
1571911200,160.89,161.59,160.7,160.95,13380.21561
1571914800,160.92,161.2,160.53,160.87,9792.13381
1571918400,160.9,162.02,160.77,161.57,15755.03942
1571922000,161.57,162.0,161.1,161.74,11746.93291
1571925600,161.73,163.72,161.68,162.83,33748.35787
1571929200,162.82,162.85,161.14,161.57,19253.06873
1571932800,161.55,162.85,161.42,162.34,14561.74315
1571936400,162.34,162.48,161.52,161.94,8614.01889
1571940000,161.98,162.24,161.2,161.27,10949.13446
1571943600,161.27,161.95,161.05,161.88,12021.7721
1571947200,161.87,161.92,160.74,160.76,7395.67773
1571950800,160.75,160.98,159.61,159.81,8329.66607
1571954400,159.8,161.16,159.75,160.91,8407.47903
1571958000,160.9,161.55,160.22,160.38,8796.9616
1571961600,160.39,160.99,160.33,160.68,7032.62965
1571965200,160.69,161.0,160.63,160.81,4003.07065
1571968800,160.81,161.49,160.61,161.44,8463.72058
1571972400,161.43,161.83,161.26,161.3,7872.81174
1571976000,161.29,161.41,160.61,161.05,6751.47261
1571979600,161.05,161.27,160.25,161.13,15736.18195
1571983200,161.13,161.56,161.03,161.25,8135.30852
1571986800,161.27,162.56,161.19,162.49,14352.66944
1571990400,162.49,163.33,161.71,161.76,17009.77425
1571994000,161.77,162.36,161.61,162.22,10465.29799
1571997600,162.2,165.17,162.12,164.61,42844.13716
1572001200,164.64,166.95,164.59,165.54,69082.54125
1572004800,165.51,167.65,165.45,166.12,35972.34832
1572008400,166.11,167.2,166.08,166.82,24363.74872
1572012000,166.8,168.35,166.45,166.75,38044.67963
1572015600,166.78,178.0,166.72,175.52,111155.19715
1572019200,175.66,180.65,175.5,179.04,125325.07532
1572022800,179.02,187.78,176.97,179.31,169272.5879
1572026400,179.31,182.49,178.66,181.01,67040.57493
1572030000,181.11,181.6,178.84,180.67,35333.77063
1572033600,180.67,182.01,180.02,180.65,24322.34221
1572037200,180.67,182.01,179.92,180.34,13389.62697
1572040800,180.35,182.5,179.02,179.48,26416.44918
1572044400,179.46,181.65,179.37,181.5,22446.84384
1572048000,181.53,189.46,180.89,187.36,97875.41571
1572051600,187.22,195.53,186.8,194.11,158232.13195
1572055200,193.9,197.74,185.49,187.45,115905.68151
1572058800,187.61,188.7,184.17,185.82,61154.77096
1572062400,185.82,188.97,185.36,188.25,49615.70166
1572066000,188.24,189.5,186.88,186.97,37130.19868
1572069600,186.99,187.75,185.0,187.16,29150.65294
1572073200,187.14,187.31,183.22,185.61,46020.42985
1572076800,185.62,185.7,180.3,181.56,58593.65378
1572080400,181.53,181.78,175.85,179.75,127034.95312
1572084000,179.74,183.1,179.47,181.26,42440.7002
1572087600,181.28,182.4,180.21,181.49,26041.77896
1572091200,181.48,183.36,180.62,181.35,27589.28053
1572094800,181.36,181.36,178.54,178.87,41277.18247
1572098400,178.91,180.19,178.16,179.37,33435.20058
1572102000,179.38,182.17,179.15,180.94,31058.42142
1572105600,180.94,181.54,177.0,178.98,45649.3863
1572109200,179.01,179.04,176.0,177.01,30426.88514
1572112800,177.04,178.09,173.8,177.07,48688.67519
1572116400,177.01,178.81,174.7,176.39,33126.44381
1572120000,176.39,179.66,176.25,178.63,24765.07985
1572123600,178.64,179.56,177.0,177.61,15372.73769
1572127200,177.61,178.16,176.38,177.0,13349.69934
1572130800,177.03,180.0,176.96,179.49,17802.3752
1572134400,179.42,181.68,179.03,179.53,24455.63096
1572138000,179.52,179.72,177.5,178.72,15690.74523
1572141600,178.72,179.24,178.28,178.99,13606.97327
1572145200,178.98,179.51,176.82,177.48,15238.61789
1572148800,177.44,178.49,176.22,177.37,15201.46286
1572152400,177.36,179.61,177.1,179.22,13321.49731
1572156000,179.23,179.52,178.35,179.33,11174.72142
1572159600,179.32,179.66,178.28,178.68,11488.27401
1572163200,178.68,180.69,178.66,180.22,14404.44092
1572166800,180.2,180.9,179.73,180.38,16575.91527
1572170400,180.38,182.68,180.35,182.3,30205.33614
1572174000,182.33,185.0,177.53,179.17,87169.36873
1572177600,179.18,180.3,178.55,179.59,35513.77425
1572181200,179.6,182.31,179.58,181.49,40294.65467
1572184800,181.5,186.0,180.09,184.46,57108.8628
1572188400,184.46,185.86,181.45,183.72,56273.53001
1572192000,183.74,187.0,181.34,185.44,74928.56361
1572195600,185.45,186.91,183.67,186.91,38972.65654
1572199200,186.91,188.4,185.61,188.01,34155.71946
1572202800,188.01,188.7,186.33,186.73,25618.7395
1572206400,186.73,187.04,185.19,186.08,21697.5834
1572210000,186.09,186.45,185.0,185.37,13475.04188
1572213600,185.35,187.79,184.3,184.64,29162.78935
1572217200,184.63,185.22,182.92,183.75,28688.50577
1572220800,183.84,187.19,183.35,187.08,26208.97115
1572224400,187.09,189.48,184.5,186.03,67110.5282
1572228000,186.03,187.63,185.0,186.9,28616.65514
1572231600,186.9,187.0,183.95,184.52,23233.72325
1572235200,184.53,185.06,182.53,184.37,26505.96832
1572238800,184.41,185.78,183.7,183.8,17189.01655
1572242400,183.8,183.91,181.07,183.0,43460.76294
1572246000,182.98,183.25,181.15,182.72,33386.85837
1572249600,182.74,182.95,180.68,181.95,26702.03889
1572253200,181.94,183.2,181.36,183.14,18366.71
1572256800,183.14,184.94,182.31,183.98,27404.38898
1572260400,183.93,185.67,183.43,185.01,27048.51228
1572264000,185.01,185.08,181.51,182.75,29137.44062
1572267600,182.73,184.56,182.06,182.93,25659.01413
1572271200,182.92,183.19,181.53,181.76,20858.92237
1572274800,181.78,183.6,181.58,182.82,20948.86518
1572278400,182.8,183.37,181.27,181.66,23243.57104
1572282000,181.67,181.79,180.35,180.57,16977.81823
1572285600,180.57,182.66,180.49,181.7,15849.08925
1572289200,181.71,183.28,181.48,182.95,13157.82836
1572292800,182.95,183.51,182.34,183.25,6260.78878
1572296400,183.25,184.43,183.23,184.18,10295.03519
1572300000,184.19,184.32,183.06,183.33,6369.21716
1572303600,183.33,184.08,181.0,181.72,28187.72107
1572307200,181.67,182.92,181.26,182.61,10381.16862
1572310800,182.62,185.46,182.0,184.19,17068.42205
1572314400,184.23,184.91,182.93,183.88,17232.5574
1572318000,183.88,184.22,182.89,183.82,14500.39807
1572321600,183.83,186.0,183.82,185.46,27057.75523
1572325200,185.47,186.83,184.78,185.36,30041.37748
1572328800,185.36,187.36,185.15,185.28,25951.7029
1572332400,185.29,186.74,185.29,185.99,14789.87358
1572336000,186.01,186.3,185.3,186.04,14236.91441
1572339600,186.04,186.14,184.68,185.34,13504.13768
1572343200,185.37,189.0,185.32,187.81,35893.76547
1572346800,187.84,188.08,186.71,187.76,22538.96889
1572350400,187.77,188.8,186.14,186.56,26981.02245
1572354000,186.55,187.25,183.63,185.68,37270.04154
1572357600,185.69,186.79,184.75,186.68,19481.18561
1572361200,186.67,186.69,185.03,185.7,19284.90221
1572364800,185.69,186.82,184.95,185.44,20766.6563
1572368400,185.46,187.0,185.17,186.24,12792.44282
1572372000,186.25,187.77,185.73,186.82,13196.82247
1572375600,186.87,187.9,185.1,187.59,29510.29981
1572379200,187.55,192.74,187.51,191.07,63834.17471
1572382800,191.07,191.15,189.69,190.19,10803.24725
1572386400,190.16,192.58,190.14,191.96,16187.77546
1572390000,191.99,192.25,189.39,190.46,16658.89299
1572393600,190.45,191.41,188.08,189.35,17647.06969
1572397200,189.33,191.15,188.41,191.09,28050.19294
1572400800,191.1,191.71,190.22,190.85,24936.59728
1572404400,190.87,191.21,189.03,189.72,23995.9197
1572408000,189.74,189.98,186.1,187.18,35776.26151
1572411600,187.18,187.24,184.95,186.32,34657.83058
1572415200,186.33,187.06,185.99,186.41,12587.84115
1572418800,186.38,186.9,185.3,185.48,14059.52663
1572422400,185.48,187.0,185.35,185.82,13896.19373
1572426000,185.85,187.38,185.77,186.91,15735.62754
1572429600,186.91,187.0,179.28,183.72,84390.78914
1572433200,183.74,183.81,181.88,183.2,40973.27977
1572436800,183.21,184.44,182.85,183.37,26465.23784
1572440400,183.4,183.5,180.0,181.27,27960.96669
1572444000,181.25,182.7,180.82,182.2,23115.83352
1572447600,182.22,183.0,180.26,182.28,24036.16233
1572451200,182.19,183.21,180.29,180.94,24168.78673
1572454800,180.97,182.15,180.82,182.01,9779.43739
1572458400,182.02,183.33,181.84,183.3,9016.05125
1572462000,183.33,183.56,182.58,183.32,12596.8129
1572465600,183.32,183.54,182.61,182.85,6674.10573
1572469200,182.84,182.86,181.52,181.72,7177.29252
1572472800,181.74,183.93,181.73,183.3,11139.43751
1572476400,183.29,183.48,182.66,183.13,8933.17649
1572480000,183.14,185.27,183.12,183.91,14558.73036
1572483600,183.91,184.04,181.52,181.85,17972.34035
1572487200,181.85,183.3,181.09,182.42,15446.5787
1572490800,182.4,183.12,181.92,182.59,8026.75032
1572494400,182.57,182.89,182.05,182.33,6211.7835
1572498000,182.31,183.49,182.21,183.37,10463.37525
1572501600,183.34,183.99,182.29,182.87,14427.34758
1572505200,182.88,182.88,181.6,182.16,17794.89149
1572508800,182.15,182.58,181.64,182.19,9496.7027
1572512400,182.19,182.24,178.02,179.18,35998.73382
1572516000,179.17,179.93,177.66,179.89,41722.05552
1572519600,179.87,180.87,179.35,180.3,18704.60176
1572523200,180.29,184.52,180.24,183.33,42085.30461
1572526800,183.34,183.96,182.84,183.59,12801.53518
1572530400,183.6,183.69,182.0,182.73,17439.60108
1572534000,182.73,183.36,180.99,181.71,16181.90364
1572537600,181.7,183.61,181.31,182.66,13257.62365
1572541200,182.63,184.23,182.63,183.11,12558.45236
1572544800,183.1,183.55,182.13,182.85,7768.65402
1572548400,182.85,183.26,182.34,182.93,9469.30073
1572552000,182.95,183.25,180.29,181.27,20906.22908
1572555600,181.22,182.91,179.84,181.55,31276.19338
1572559200,181.61,182.36,180.58,181.37,8971.21323
1572562800,181.35,182.76,181.09,182.18,7429.95873
1572566400,182.19,182.22,181.2,181.91,9386.20573
1572570000,181.84,182.64,181.55,181.55,6758.77352
1572573600,181.55,182.19,181.28,182.02,8563.66559
1572577200,182.02,182.07,180.1,180.1,10311.84136
1572580800,180.12,180.97,179.93,180.69,8686.25029
1572584400,180.69,181.14,180.57,180.87,7374.89904
1572588000,180.86,181.44,180.71,181.18,11431.71427
1572591600,181.19,181.23,180.24,180.37,11536.66114
1572595200,180.37,182.62,180.34,181.92,26263.78615
1572598800,181.92,182.02,180.35,180.78,15133.03921
1572602400,180.79,182.37,180.54,181.96,15036.68966
1572606000,181.96,182.85,181.4,181.63,17895.8172
1572609600,181.63,182.14,181.0,181.66,10545.19679
1572613200,181.66,182.2,179.5,180.39,32017.10743
1572616800,180.39,180.95,179.79,180.89,13031.66054
1572620400,180.89,181.53,179.0,179.06,15551.72393
1572624000,179.07,180.64,177.02,180.08,30667.50834
1572627600,180.06,180.71,179.75,180.34,8220.81582
1572631200,180.33,180.88,180.08,180.53,5078.14845
1572634800,180.55,181.38,180.4,181.18,9276.22583
1572638400,181.14,184.49,181.14,184.02,33339.42017
1572642000,184.06,184.5,182.7,183.77,12651.3364
1572645600,183.77,184.04,182.5,182.68,7659.0024
1572649200,182.69,183.17,182.41,182.85,5102.28037
1572652800,182.86,183.59,182.77,183.08,6713.23524
1572656400,183.07,183.45,182.2,182.38,6669.00945
1572660000,182.39,183.26,182.16,183.14,5226.42273
1572663600,183.15,183.2,182.71,182.82,4667.81408
1572667200,182.81,182.97,182.12,182.25,5768.27993
1572670800,182.25,182.65,181.83,182.48,4361.08803
1572674400,182.46,182.53,181.91,182.29,4634.78073
1572678000,182.25,182.57,181.96,182.44,4963.00509
1572681600,182.48,182.87,181.53,181.87,8692.45548
1572685200,181.88,182.44,181.7,181.87,5004.69685
1572688800,181.88,182.4,181.77,182.26,5370.23137
1572692400,182.26,183.2,182.25,182.74,6892.33837
1572696000,182.74,183.63,181.6,183.33,15168.47263
1572699600,183.34,184.18,183.08,184.05,13707.5542
1572703200,184.06,184.28,183.04,183.11,12521.64058
1572706800,183.12,183.94,182.62,183.92,9028.62357
1572710400,183.94,186.0,183.44,184.37,19250.07811
1572714000,184.38,184.96,183.6,183.75,7914.50106
1572717600,183.74,184.19,183.59,183.76,4249.75
1572721200,183.75,183.97,183.24,183.76,5894.78951
1572724800,183.77,183.85,181.8,182.88,14634.68344
1572728400,182.88,182.88,182.02,182.44,3135.24537
1572732000,182.42,182.98,182.34,182.62,2208.75151
1572735600,182.64,183.07,182.37,182.91,3186.95006
1572739200,182.9,183.59,182.88,183.21,7369.99722
1572742800,183.19,183.44,182.88,183.44,4131.60294
1572746400,183.46,184.7,183.44,183.92,11905.26422
1572750000,183.98,184.17,183.41,183.94,10911.03359
1572753600,183.9,184.02,183.02,183.37,11187.73962
1572757200,183.37,183.69,182.87,183.38,6172.14451
1572760800,183.38,183.69,182.74,182.88,3966.89748
1572764400,182.91,183.41,182.6,182.82,3769.66148
1572768000,182.83,182.94,182.11,182.38,7924.74904
1572771600,182.39,183.04,182.22,182.45,4919.79701
1572775200,182.42,182.48,180.8,181.59,16996.80067
1572778800,181.61,182.03,181.21,181.48,7508.31168
1572782400,181.47,181.82,180.55,181.6,12321.67377
1572786000,181.61,181.61,180.52,180.94,26932.64614
1572789600,180.95,181.42,180.02,180.42,24578.06794
1572793200,180.38,181.26,180.34,181.24,7839.64029
1572796800,181.17,181.5,180.74,181.01,6031.04888
1572800400,181.01,181.01,178.95,179.85,16215.09833
1572804000,179.86,180.56,179.35,180.44,7892.6635
1572807600,180.46,180.99,180.13,180.42,6045.72726
1572811200,180.4,180.85,180.25,180.72,3408.44066
1572814800,180.72,180.8,179.4,180.65,6764.48467
1572818400,180.64,182.56,180.61,182.15,11616.08167
1572822000,182.13,182.45,181.37,181.54,6211.9489
1572825600,181.53,181.83,180.77,181.3,4742.89473
1572829200,181.31,181.42,180.59,181.35,5293.3425
1572832800,181.35,181.75,180.82,181.02,8296.08185
1572836400,181.05,181.53,180.82,181.23,6221.13725
1572840000,181.24,181.28,180.36,180.59,6641.66605
1572843600,180.57,180.78,180.43,180.55,5562.60423
1572847200,180.52,181.35,180.45,181.31,5267.1008
1572850800,181.3,182.0,181.26,181.54,9814.96276
1572854400,181.52,181.92,181.12,181.32,7244.90307
1572858000,181.32,182.0,181.31,181.99,6228.19782
1572861600,181.99,183.27,181.98,182.67,14641.88831
1572865200,182.68,184.96,182.67,184.83,25314.91477
1572868800,184.82,185.16,184.36,184.83,23960.72379
1572872400,184.83,186.91,184.63,185.06,31289.2904
1572876000,185.04,186.89,185.03,186.05,23121.60555
1572879600,186.04,186.81,185.81,186.37,24067.82545
1572883200,186.37,188.1,185.78,186.7,21293.89205
1572886800,186.71,187.34,186.6,186.85,10870.64316
1572890400,186.84,186.93,185.91,186.15,8806.95522
1572894000,186.15,186.45,185.94,186.09,8343.14676
1572897600,186.1,188.64,186.05,186.7,32485.67012
1572901200,186.71,186.98,185.59,185.69,11239.12092
1572904800,185.69,186.03,184.93,185.2,10459.85144
1572908400,185.2,185.98,185.03,185.71,9966.87234
1572912000,185.71,185.81,184.99,185.15,14841.67878
1572915600,185.14,187.25,185.12,186.41,14390.73796
1572919200,186.41,187.0,185.75,186.36,12574.42208
1572922800,186.37,186.4,184.82,185.69,11490.1987
1572926400,185.7,185.94,185.02,185.75,6622.61637
1572930000,185.77,186.6,185.27,185.8,10516.20723
1572933600,185.79,185.8,183.87,183.97,19833.40826
1572937200,183.97,184.09,182.22,183.87,25702.10893
1572940800,183.85,184.15,183.17,183.71,10869.74097
1572944400,183.71,186.3,183.58,185.55,21838.26224
1572948000,185.59,186.05,184.98,185.52,13002.28017
1572951600,185.51,186.05,185.38,185.97,10235.76579
1572955200,185.97,187.97,185.78,187.11,17509.99177
1572958800,187.1,187.6,186.08,186.63,17243.5545
1572962400,186.63,191.0,186.54,189.58,53124.54918
1572966000,189.56,190.62,188.98,190.4,28549.38965
1572969600,190.4,192.51,188.7,189.86,30757.8068
1572973200,189.85,191.02,189.6,189.99,12258.61976
1572976800,189.99,190.51,189.52,189.56,11520.42831
1572980400,189.55,190.16,188.92,189.83,9115.24047
1572984000,189.86,190.5,189.01,190.0,9568.24106
1572987600,189.96,190.55,189.7,189.76,5742.92325
1572991200,189.74,189.8,188.63,188.7,6654.42083
1572994800,188.7,189.66,188.34,188.68,15706.05414
1572998400,188.65,189.15,187.72,188.02,24279.21323
1573002000,188.02,189.22,187.9,189.12,10549.20493
1573005600,189.12,190.78,188.98,189.52,16839.05074
1573009200,189.49,190.2,189.2,189.88,7388.20582
1573012800,189.87,191.6,189.83,191.57,12915.46595
1573016400,191.58,195.09,190.61,192.44,28013.73591
1573020000,192.42,193.71,192.29,193.42,15894.54491
1573023600,193.42,194.53,192.4,192.55,23153.09145
1573027200,192.54,193.04,192.18,193.0,14332.29539
1573030800,193.0,193.05,190.81,191.0,23303.6985
1573034400,191.01,191.35,190.0,190.37,20842.00552
1573038000,190.36,191.36,189.8,190.99,16454.25353
1573041600,191.0,191.5,189.78,190.55,15109.32544
1573045200,190.56,190.62,189.24,189.25,18162.89763
1573048800,189.24,190.5,188.76,189.81,15342.20004
1573052400,189.82,190.93,189.77,190.71,9930.71823
1573056000,190.7,190.7,189.11,189.63,12693.11309
1573059600,189.63,189.93,188.81,189.87,8633.86002
1573063200,189.87,189.93,189.32,189.65,4802.01018
1573066800,189.66,190.1,189.38,189.43,6890.99936
1573070400,189.42,189.48,188.22,188.66,11113.8978
1573074000,188.66,190.5,188.66,190.45,7771.25987
1573077600,190.47,191.22,190.13,190.95,6780.18695
